,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.25181,0.29741,0.18210,0.59561,0.39554,0.43756,non-corporate,0.51834,2024
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.20789,0.31334,0.20280,0.60980,0.40924,0.45180,non-corporate,0.37390,2024
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.21234,0.31233,0.20125,0.60836,0.40838,0.45073,non-corporate,0.43996,2024
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.24036,0.30094,0.18692,0.59931,0.39857,0.44088,non-corporate,0.47256,2024
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.23670,0.30411,0.19031,0.60049,0.40130,0.44321,non-corporate,0.65807,2024
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.23190,0.30584,0.19256,0.60204,0.40279,0.44476,non-corporate,0.44765,2024
106,Support activities for mining,25044165259.49403,2130,Mining,-0.23572,0.30439,0.19071,0.60081,0.40154,0.44349,non-corporate,0.65981,2024
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.24379,0.30129,0.18675,0.59820,0.39888,0.44076,non-corporate,0.42437,2024
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.24211,0.30206,0.18769,0.59874,0.39954,0.44141,non-corporate,0.55380,2024
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.32176,0.27161,0.14880,0.57301,0.37334,0.41467,non-corporate,0.67863,2024
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.32076,0.27279,0.15003,0.57334,0.37436,0.41551,non-corporate,0.66087,2024
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.23559,0.30453,0.19085,0.60085,0.40166,0.44358,non-corporate,0.08210,2024
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.23434,0.30497,0.19143,0.60126,0.40204,0.44398,non-corporate,0.70804,2024
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.17097,0.32812,0.22150,0.62173,0.42196,0.46466,non-corporate,0.23777,2024
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.23510,0.30469,0.19106,0.60101,0.40180,0.44373,non-corporate,0.63319,2024
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.23621,0.30430,0.19055,0.60065,0.40146,0.44338,non-corporate,0.41132,2024
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.23505,0.30471,0.19110,0.60103,0.40182,0.44375,non-corporate,0.60994,2024
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.23626,0.30426,0.19051,0.60063,0.40143,0.44335,non-corporate,0.68465,2024
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.23597,0.30439,0.19067,0.60073,0.40154,0.44346,non-corporate,0.56004,2024
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.23643,0.30422,0.19045,0.60058,0.40140,0.44331,non-corporate,0.54151,2024
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.23570,0.30443,0.19075,0.60081,0.40158,0.44351,non-corporate,0.51092,2024
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.23548,0.30453,0.19087,0.60089,0.40166,0.44359,non-corporate,0.43408,2024
122,Utilities,110848021471.32501,2200,Utilities,-0.23517,0.30467,0.19104,0.60099,0.40178,0.44371,non-corporate,0.47869,2024
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.14529,0.33766,0.23386,0.63002,0.43017,0.47316,non-corporate,0.20228,2024
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.09206,0.35039,0.27290,0.47423,0.57498,0.55733,corporate,0.27676,2024
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.11177,0.34468,0.26533,0.46473,0.57124,0.55272,corporate,0.51045,2024
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.05879,0.35882,0.28464,0.49024,0.58049,0.56448,corporate,0.26262,2024
127,"Arts, entertainment, and recreation",183023311190.91339,,"Arts, entertainment, and recreation",-0.11514,0.34329,0.26366,0.46311,0.57033,0.55171,corporate,0.39501,2024
130,Finance and insurance,1136731001700.34302,,Finance and insurance,-0.10121,0.34775,0.26938,0.46982,0.57325,0.55519,corporate,0.50495,2024
131,Health care and social assistance,742735906772.80237,,Health care and social assistance,-0.09647,0.34913,0.27121,0.47210,0.57415,0.55630,corporate,0.41242,2024
132,Information,1889701924722.87842,,Information,-0.13520,0.33704,0.25557,0.45345,0.56624,0.54678,corporate,0.52482,2024
133,Management of companies and enterprises,424413204161.25208,,Management of companies and enterprises,-0.11571,0.34362,0.26389,0.46284,0.57054,0.55185,corporate,0.37802,2024
134,Manufacturing,3957731403454.22363,,Manufacturing,-0.10951,0.34344,0.26449,0.46582,0.57043,0.55221,corporate,0.46863,2024
135,Mining,1516828156663.24072,,Mining,-0.09271,0.35020,0.27264,0.47391,0.57485,0.55718,corporate,0.56796,2024
136,"Other services, except government",227393671623.35632,,"Other services, except government",-0.09861,0.34832,0.27022,0.47107,0.57362,0.55570,corporate,0.34653,2024
137,"Professional, scientific, and technical services",311940720413.04395,,"Professional, scientific, and technical services",-0.15881,0.33049,0.24683,0.44209,0.56196,0.54146,corporate,0.61611,2024
138,Real estate and rental and leasing,2794042611502.89404,,Real estate and rental and leasing,-0.09314,0.35013,0.27253,0.47370,0.57481,0.55711,corporate,0.12049,2024
140,Transportation and warehousing,1016357427176.24634,,Transportation and warehousing,-0.09342,0.35004,0.27240,0.47357,0.57474,0.55703,corporate,0.45785,2024
143,Accommodation and food services,453453559859.06067,,Accommodation and food services,-0.23530,0.30462,0.19098,0.60094,0.40174,0.44367,non-corporate,0.36450,2024
144,Administrative and waste management services,133222200109.40714,,Administrative and waste management services,-0.25938,0.29548,0.17927,0.59316,0.39388,0.43562,non-corporate,0.57990,2024
145,"Agriculture, forestry, fishing, and hunting",878144931748.55566,,"Agriculture, forestry, fishing, and hunting",-0.20323,0.31625,0.20610,0.61130,0.41175,0.45407,non-corporate,0.23842,2024
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.26288,0.29385,0.17729,0.59204,0.39247,0.43426,non-corporate,0.46421,2024
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.23444,0.30475,0.19122,0.60122,0.40185,0.44384,non-corporate,0.34629,2024
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.23977,0.30292,0.18879,0.59950,0.40027,0.44217,non-corporate,0.47921,2024
151,Information,167179370661.11032,,Information,-0.28235,0.28611,0.16751,0.58575,0.38582,0.42753,non-corporate,0.57380,2024
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.26062,0.29501,0.17866,0.59276,0.39347,0.43520,non-corporate,0.43996,2024
153,Manufacturing,649562708068.65234,,Manufacturing,-0.24450,0.29976,0.18526,0.59797,0.39756,0.43974,non-corporate,0.49135,2024
154,Mining,317661770013.00690,,Mining,-0.23598,0.30436,0.19065,0.60072,0.40152,0.44344,non-corporate,0.63002,2024
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.24379,0.30129,0.18675,0.59820,0.39888,0.44076,non-corporate,0.42437,2024
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.31492,0.27426,0.15217,0.57522,0.37562,0.41699,non-corporate,0.66667,2024
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.23557,0.30454,0.19086,0.60086,0.40167,0.44359,non-corporate,0.09341,2024
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.23590,0.30440,0.19069,0.60075,0.40155,0.44347,non-corporate,0.53063,2024
162,Overall,20307631130712.19531,,Overall,-0.09605,0.34847,0.27067,0.47230,0.57372,0.55598,corporate,0.38918,2024
163,Overall,17036588869287.80469,,Overall,-0.23222,0.30558,0.19228,0.60194,0.40256,0.44457,non-corporate,0.21392,2024
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.09298,0.35017,0.27258,0.48101,0.57507,0.55861,corporate,0.21358,2025
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.09070,0.35073,0.27337,0.48210,0.57544,0.55908,corporate,0.36974,2025
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.12406,0.34115,0.26066,0.46625,0.56918,0.55137,corporate,0.59792,2025
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.09345,0.35001,0.27238,0.48079,0.57497,0.55848,corporate,0.37635,2025
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.05605,0.35952,0.28563,0.49855,0.58119,0.56652,corporate,0.26026,2025
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.08842,0.35131,0.27417,0.48318,0.57582,0.55957,corporate,0.28726,2025
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.14480,0.33429,0.25193,0.45641,0.56469,0.54608,corporate,0.47021,2025
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.09318,0.35011,0.27250,0.48092,0.57504,0.55856,corporate,0.33671,2025
8,Construction,167674309864.62842,2300,Construction,-0.06873,0.35620,0.28104,0.49253,0.57902,0.56374,corporate,0.35497,2025
9,Educational services,321852356259.17963,6100,Educational services,-0.10229,0.34739,0.26893,0.47659,0.57326,0.55639,corporate,0.35453,2025
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.09779,0.34878,0.27074,0.47873,0.57417,0.55749,corporate,0.55063,2025
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.09845,0.34832,0.27024,0.47841,0.57387,0.55719,corporate,0.30910,2025
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.11431,0.34396,0.26437,0.47089,0.57101,0.55362,corporate,0.49445,2025
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.09362,0.35000,0.27235,0.48071,0.57497,0.55847,corporate,0.25994,2025
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.09645,0.34911,0.27119,0.47936,0.57438,0.55776,corporate,0.49098,2025
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.09670,0.34907,0.27113,0.47925,0.57436,0.55773,corporate,0.38451,2025
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.09560,0.34941,0.27157,0.47977,0.57458,0.55799,corporate,0.40061,2025
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.09459,0.34960,0.27187,0.48025,0.57471,0.55818,corporate,0.38508,2025
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.18798,0.32170,0.23541,0.43590,0.55646,0.53605,corporate,0.59557,2025
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.19985,0.31618,0.22895,0.43027,0.55285,0.53213,corporate,0.61753,2025
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.11049,0.34478,0.26557,0.47270,0.57155,0.55435,corporate,0.47788,2025
21,Information and data processing services,118194411065.82817,5140,Information,-0.18267,0.32445,0.23856,0.43842,0.55826,0.53796,corporate,0.69818,2025
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.11571,0.34362,0.26389,0.47022,0.57079,0.55333,corporate,0.37802,2025
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.07350,0.35441,0.27883,0.49026,0.57785,0.56240,corporate,0.41208,2025
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.07966,0.35309,0.27687,0.48734,0.57699,0.56121,corporate,0.43664,2025
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.04567,0.36156,0.28878,0.50348,0.58252,0.56844,corporate,0.29616,2025
26,Wood products,45996624948.83839,3210,Manufacturing,-0.07467,0.35427,0.27856,0.48971,0.57776,0.56223,corporate,0.36274,2025
27,Paper products,129541595783.22841,3220,Manufacturing,-0.09214,0.34933,0.27193,0.48141,0.57453,0.55822,corporate,0.49110,2025
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.10288,0.34642,0.26798,0.47631,0.57262,0.55582,corporate,0.53368,2025
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.07922,0.35324,0.27706,0.48755,0.57708,0.56132,corporate,0.28997,2025
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.14160,0.33285,0.25099,0.45792,0.56375,0.54550,corporate,0.53708,2025
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.08553,0.35066,0.27396,0.48455,0.57540,0.55944,corporate,0.47331,2025
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.08664,0.35117,0.27427,0.48402,0.57573,0.55963,corporate,0.36581,2025
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.07111,0.35539,0.28001,0.49140,0.57849,0.56311,corporate,0.43497,2025
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.07672,0.35354,0.27764,0.48874,0.57728,0.56168,corporate,0.46657,2025
35,Machinery,272319888399.54382,3330,Manufacturing,-0.09257,0.34807,0.27075,0.48121,0.57370,0.55750,corporate,0.46578,2025
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.18718,0.32274,0.23649,0.43628,0.55714,0.53671,corporate,0.59129,2025
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.08683,0.34945,0.27271,0.48393,0.57460,0.55868,corporate,0.39817,2025
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.11569,0.34225,0.26268,0.47023,0.56990,0.55260,corporate,0.50808,2025
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.08071,0.35095,0.27484,0.48684,0.57559,0.55998,corporate,0.38653,2025
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.07991,0.35242,0.27624,0.48722,0.57655,0.56083,corporate,0.41218,2025
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.10982,0.34272,0.26380,0.47302,0.57020,0.55328,corporate,0.46717,2025
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.09375,0.34995,0.27228,0.48065,0.57493,0.55843,corporate,0.58703,2025
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.08695,0.35165,0.27466,0.48388,0.57604,0.55987,corporate,0.42548,2025
44,Support activities for mining,120225750260.04312,2130,Mining,-0.09137,0.35043,0.27301,0.48177,0.57524,0.55887,corporate,0.60207,2025
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.09861,0.34832,0.27022,0.47834,0.57387,0.55717,corporate,0.34653,2025
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.09856,0.34857,0.27046,0.47836,0.57403,0.55732,corporate,0.49829,2025
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.16319,0.32904,0.24499,0.44768,0.56126,0.54187,corporate,0.62578,2025
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.16320,0.33024,0.24611,0.44767,0.56204,0.54255,corporate,0.61504,2025
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.09320,0.35012,0.27251,0.48091,0.57504,0.55856,corporate,0.06752,2025
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.09254,0.35027,0.27272,0.48122,0.57514,0.55869,corporate,0.66400,2025
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.06228,0.35783,0.28332,0.49559,0.58009,0.56512,corporate,0.26425,2025
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.09285,0.35018,0.27261,0.48108,0.57508,0.55862,corporate,0.56302,2025
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.09359,0.35001,0.27236,0.48072,0.57497,0.55847,corporate,0.33984,2025
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.09278,0.35021,0.27264,0.48111,0.57510,0.55864,corporate,0.53974,2025
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.09376,0.34993,0.27227,0.48064,0.57492,0.55842,corporate,0.62503,2025
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.09354,0.35003,0.27238,0.48075,0.57498,0.55849,corporate,0.49094,2025
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.09374,0.34998,0.27231,0.48065,0.57495,0.55845,corporate,0.46654,2025
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.09352,0.34995,0.27232,0.48076,0.57493,0.55845,corporate,0.44501,2025
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.09264,0.35020,0.27265,0.48117,0.57509,0.55865,corporate,0.35967,2025
60,Utilities,2043224620805.23413,2200,Utilities,-0.09274,0.35022,0.27265,0.48113,0.57511,0.55865,corporate,0.40961,2025
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.03275,0.36522,0.29373,0.50961,0.58492,0.57144,corporate,0.27086,2025
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.30286,0.34746,0.22272,0.58974,0.43865,0.46763,non-corporate,0.32184,2025
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.29908,0.34853,0.22419,0.59093,0.43957,0.46863,non-corporate,0.48225,2025
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.34464,0.33485,0.20582,0.57658,0.42780,0.45605,non-corporate,0.64755,2025
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.30235,0.34758,0.22289,0.58990,0.43875,0.46775,non-corporate,0.46090,2025
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.24821,0.36321,0.24420,0.60695,0.45219,0.48234,non-corporate,0.26454,2025
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.30013,0.34824,0.22379,0.59060,0.43932,0.46836,non-corporate,0.14851,2025
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.37571,0.32487,0.19270,0.56680,0.41922,0.44706,non-corporate,0.54931,2025
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.30143,0.34787,0.22328,0.59019,0.43900,0.46801,non-corporate,0.40174,2025
70,Construction,416883328410.43872,2300,Construction,-0.28628,0.35215,0.22914,0.59496,0.44268,0.47203,non-corporate,0.30767,2025
71,Educational services,223504007264.40912,6100,Educational services,-0.31513,0.34368,0.21768,0.58587,0.43539,0.46417,non-corporate,0.43025,2025
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.29639,0.34918,0.22512,0.59178,0.44013,0.46927,non-corporate,0.56550,2025
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.29617,0.34913,0.22510,0.59184,0.44009,0.46926,non-corporate,0.24588,2025
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.32931,0.33942,0.21196,0.58141,0.43173,0.46026,non-corporate,0.52725,2025
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.30235,0.34761,0.22292,0.58990,0.43878,0.46777,non-corporate,0.29162,2025
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.30703,0.34615,0.22098,0.58842,0.43752,0.46644,non-corporate,0.56525,2025
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.30747,0.34604,0.22083,0.58829,0.43743,0.46633,non-corporate,0.45935,2025
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.30594,0.34651,0.22146,0.58877,0.43784,0.46676,non-corporate,0.47778,2025
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.30562,0.34657,0.22155,0.58887,0.43789,0.46683,non-corporate,0.43786,2025
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.41350,0.31341,0.17741,0.55490,0.40936,0.43660,non-corporate,0.58481,2025
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.44434,0.30278,0.16370,0.54519,0.40021,0.42721,non-corporate,0.67315,2025
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.32303,0.34105,0.21425,0.58338,0.43314,0.46183,non-corporate,0.53889,2025
83,Information and data processing services,9622690880.85332,5140,Information,-0.42236,0.31193,0.17500,0.55211,0.40808,0.43494,non-corporate,0.71652,2025
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.33131,0.33881,0.21115,0.58078,0.43121,0.45971,non-corporate,0.44389,2025
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.25710,0.36020,0.24028,0.60415,0.44961,0.47966,non-corporate,0.42213,2025
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.27242,0.35589,0.23435,0.59932,0.44590,0.47560,non-corporate,0.47639,2025
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.23179,0.36760,0.25035,0.61212,0.45598,0.48655,non-corporate,0.33671,2025
88,Wood products,13100141973.28175,3210,Manufacturing,-0.27085,0.35628,0.23491,0.59982,0.44624,0.47598,non-corporate,0.40735,2025
89,Paper products,18990987477.15243,3220,Manufacturing,-0.28829,0.35091,0.22773,0.59432,0.44161,0.47106,non-corporate,0.52915,2025
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.30545,0.34584,0.22088,0.58892,0.43726,0.46637,non-corporate,0.58076,2025
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.27196,0.35602,0.23453,0.59947,0.44601,0.47571,non-corporate,0.34580,2025
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.35507,0.32910,0.19910,0.57330,0.42285,0.45145,non-corporate,0.57567,2025
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.27093,0.35574,0.23439,0.59979,0.44577,0.47562,non-corporate,0.48178,2025
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.28224,0.35294,0.23038,0.59623,0.44336,0.47287,non-corporate,0.40565,2025
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.25499,0.36104,0.24133,0.60481,0.45033,0.48037,non-corporate,0.45910,2025
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.26445,0.35801,0.23732,0.60183,0.44772,0.47763,non-corporate,0.49033,2025
97,Machinery,44994036766.64782,3330,Manufacturing,-0.27376,0.35444,0.23282,0.59890,0.44465,0.47454,non-corporate,0.45611,2025
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.42276,0.31129,0.17434,0.55198,0.40753,0.43449,non-corporate,0.63097,2025
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.26901,0.35573,0.23462,0.60040,0.44577,0.47578,non-corporate,0.40590,2025
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.31381,0.34289,0.21709,0.58629,0.43472,0.46378,non-corporate,0.52131,2025
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.25734,0.35918,0.23929,0.60407,0.44873,0.47898,non-corporate,0.37627,2025
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.26768,0.35687,0.23585,0.60082,0.44674,0.47662,non-corporate,0.44336,2025
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.29844,0.34660,0.22243,0.59113,0.43791,0.46743,non-corporate,0.47550,2025
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.30358,0.34724,0.22243,0.58951,0.43846,0.46743,non-corporate,0.66309,2025
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.29711,0.34908,0.22494,0.59155,0.44004,0.46915,non-corporate,0.45152,2025
106,Support activities for mining,25044165259.49403,2130,Mining,-0.30184,0.34766,0.22303,0.59006,0.43882,0.46784,non-corporate,0.66410,2025
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.31163,0.34466,0.21902,0.58697,0.43624,0.46509,non-corporate,0.42915,2025
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.30997,0.34532,0.21984,0.58750,0.43680,0.46566,non-corporate,0.55826,2025
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.40323,0.31688,0.18191,0.55813,0.41235,0.43967,non-corporate,0.68228,2025
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.40255,0.31801,0.18308,0.55834,0.41332,0.44048,non-corporate,0.66433,2025
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.30219,0.34766,0.22299,0.58995,0.43882,0.46781,non-corporate,0.08328,2025
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.30042,0.34815,0.22367,0.59051,0.43924,0.46828,non-corporate,0.71175,2025
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.21569,0.37280,0.25723,0.61719,0.46045,0.49127,non-corporate,0.24018,2025
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.30142,0.34786,0.22327,0.59019,0.43899,0.46801,non-corporate,0.63810,2025
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.30299,0.34743,0.22267,0.58970,0.43862,0.46760,non-corporate,0.41665,2025
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.30138,0.34788,0.22329,0.59020,0.43901,0.46802,non-corporate,0.61491,2025
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.30288,0.34743,0.22269,0.58973,0.43862,0.46761,non-corporate,0.68811,2025
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.30267,0.34752,0.22280,0.58980,0.43870,0.46768,non-corporate,0.56476,2025
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.30329,0.34734,0.22256,0.58960,0.43855,0.46752,non-corporate,0.54684,2025
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.30194,0.34767,0.22303,0.59003,0.43883,0.46784,non-corporate,0.51554,2025
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.30177,0.34773,0.22311,0.59008,0.43888,0.46790,non-corporate,0.43886,2025
122,Utilities,110848021471.32501,2200,Utilities,-0.30156,0.34783,0.22323,0.59015,0.43897,0.46798,non-corporate,0.48401,2025
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.18132,0.38311,0.27120,0.62801,0.46932,0.50083,non-corporate,0.20371,2025
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.09206,0.35039,0.27290,0.48145,0.57522,0.55880,corporate,0.27676,2025
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.11177,0.34468,0.26533,0.47209,0.57148,0.55421,corporate,0.51045,2025
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.05879,0.35882,0.28464,0.49725,0.58073,0.56593,corporate,0.26262,2025
127,"Arts, entertainment, and recreation",183023311190.91339,,"Arts, entertainment, and recreation",-0.11514,0.34329,0.26366,0.47049,0.57058,0.55319,corporate,0.39501,2025
130,Finance and insurance,1136731001700.34302,,Finance and insurance,-0.10121,0.34775,0.26938,0.47710,0.57349,0.55667,corporate,0.50495,2025
131,Health care and social assistance,742735906772.80237,,Health care and social assistance,-0.09647,0.34913,0.27121,0.47935,0.57439,0.55777,corporate,0.41242,2025
