,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.12672,0.16048,0.09978,0.19244,0.25929,0.24494,corporate,0.55688,2025
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.09621,0.17953,0.12110,0.21431,0.27610,0.26283,corporate,0.41662,2025
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.09684,0.17745,0.11916,0.21385,0.27427,0.26120,corporate,0.44886,2025
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.12992,0.15922,0.09811,0.19014,0.25818,0.24355,corporate,0.50977,2025
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.25355,0.06900,0.00083,0.10153,0.17858,0.16196,corporate,0.86587,2025
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.17073,0.12770,0.06454,0.16089,0.23037,0.21539,corporate,0.62108,2025
44,Support activities for mining,120225750260.04312,2130,Mining,-0.20489,0.10097,0.03610,0.13641,0.20678,0.19153,corporate,0.79806,2025
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.12542,0.16492,0.10344,0.19337,0.26321,0.24802,corporate,0.46333,2025
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.10546,0.17225,0.11315,0.20767,0.26968,0.25616,corporate,0.54026,2025
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.18392,0.12722,0.06188,0.15144,0.22995,0.21316,corporate,0.69029,2025
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.16319,0.14113,0.07721,0.16630,0.24222,0.22602,corporate,0.65642,2025
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.07544,0.20363,0.14508,0.22919,0.29737,0.28294,corporate,0.09368,2025
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.20268,0.10069,0.03630,0.13799,0.20654,0.19171,corporate,0.82882,2025
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.06440,0.20122,0.14479,0.23711,0.29524,0.28270,corporate,0.28107,2025
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.20724,0.10158,0.03618,0.13473,0.20733,0.19160,corporate,0.76381,2025
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.25860,0.07149,0.00187,0.09792,0.18078,0.16282,corporate,0.80289,2025
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.19623,0.10916,0.04437,0.14262,0.21401,0.19848,corporate,0.75235,2025
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.16920,0.12480,0.06239,0.16199,0.22781,0.21359,corporate,0.72696,2025
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.13040,0.15529,0.09455,0.18980,0.25471,0.24056,corporate,0.58551,2025
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.26230,0.06431,-0.00465,0.09526,0.17444,0.15735,corporate,0.86349,2025
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.18495,0.11947,0.05502,0.15070,0.22311,0.20740,corporate,0.67749,2025
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.09057,0.18601,0.12728,0.21835,0.28182,0.26801,corporate,0.40189,2025
60,Utilities,2043224620805.23413,2200,Utilities,-0.23470,0.08667,0.01870,0.11504,0.19417,0.17694,corporate,0.78452,2025
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.06341,0.19777,0.14216,0.23781,0.29219,0.28050,corporate,0.30194,2025
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.15174,0.22584,0.15337,0.29827,0.22584,0.23935,non-corporate,0.26767,2025
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.19605,0.19463,0.11945,0.27128,0.19463,0.20887,non-corporate,0.47680,2025
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.24963,0.16240,0.08344,0.23863,0.16240,0.17652,non-corporate,0.66812,2025
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.29042,0.13897,0.05682,0.21378,0.13897,0.15260,non-corporate,0.64539,2025
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.20753,0.18807,0.11227,0.26428,0.18807,0.20242,non-corporate,0.36483,2025
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.18754,0.20924,0.13394,0.27646,0.20924,0.22189,non-corporate,0.17170,2025
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.33286,0.12649,0.04009,0.18792,0.12649,0.13758,non-corporate,0.66903,2025
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.28252,0.14407,0.06263,0.21859,0.14407,0.15782,non-corporate,0.58005,2025
70,Construction,416883328410.43872,2300,Construction,-0.20953,0.19017,0.11388,0.26307,0.19017,0.20387,non-corporate,0.34926,2025
71,Educational services,223504007264.40912,6100,Educational services,-0.20206,0.19770,0.12107,0.26761,0.19770,0.21033,non-corporate,0.43625,2025
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.21844,0.17821,0.10179,0.25764,0.17821,0.19301,non-corporate,0.58342,2025
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.16665,0.21868,0.14508,0.28919,0.21868,0.23190,non-corporate,0.23006,2025
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.19040,0.19984,0.12484,0.27472,0.19984,0.21372,non-corporate,0.49554,2025
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.15234,0.22732,0.15454,0.29791,0.22732,0.24040,non-corporate,0.24303,2025
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.21883,0.18049,0.10362,0.25740,0.18049,0.19465,non-corporate,0.57054,2025
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.20948,0.19118,0.11430,0.26309,0.19118,0.20425,non-corporate,0.47155,2025
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.20851,0.19028,0.11363,0.26368,0.19028,0.20365,non-corporate,0.49549,2025
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.20774,0.19050,0.11406,0.26415,0.19050,0.20403,non-corporate,0.46703,2025
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.29249,0.15147,0.06803,0.21252,0.15147,0.16267,non-corporate,0.59200,2025
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.38988,0.10447,0.01315,0.15318,0.10447,0.11337,non-corporate,0.74225,2025
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.33665,0.11309,0.02745,0.18562,0.11309,0.12622,non-corporate,0.74842,2025
83,Information and data processing services,9622690880.85332,5140,Information,-0.28670,0.14642,0.06411,0.21605,0.14642,0.15916,non-corporate,0.74011,2025
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.18210,0.20779,0.13306,0.27978,0.20779,0.22110,non-corporate,0.40765,2025
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.18607,0.19739,0.12347,0.27736,0.19739,0.21248,non-corporate,0.43150,2025
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.17858,0.20183,0.12835,0.28192,0.20183,0.21687,non-corporate,0.45914,2025
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.14384,0.22287,0.15195,0.30309,0.22287,0.23807,non-corporate,0.31539,2025
88,Wood products,13100141973.28175,3210,Manufacturing,-0.17679,0.20480,0.13130,0.28302,0.20480,0.21952,non-corporate,0.39718,2025
89,Paper products,18990987477.15243,3220,Manufacturing,-0.22683,0.17326,0.09630,0.25252,0.17326,0.18807,non-corporate,0.55845,2025
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.23131,0.17081,0.09346,0.24979,0.17081,0.18552,non-corporate,0.59724,2025
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.19424,0.19645,0.12154,0.27238,0.19645,0.21075,non-corporate,0.36775,2025
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.29601,0.13964,0.05671,0.21038,0.13964,0.15250,non-corporate,0.62219,2025
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.20878,0.18371,0.10814,0.26352,0.18371,0.19871,non-corporate,0.50219,2025
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.19860,0.19319,0.11799,0.26972,0.19319,0.20757,non-corporate,0.41517,2025
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.19084,0.19306,0.11894,0.27445,0.19306,0.20841,non-corporate,0.47401,2025
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.20421,0.18528,0.11017,0.26631,0.18528,0.20054,non-corporate,0.50965,2025
97,Machinery,44994036766.64782,3330,Manufacturing,-0.20329,0.18840,0.11308,0.26687,0.18840,0.20315,non-corporate,0.46881,2025
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.24804,0.17201,0.09222,0.23960,0.17201,0.18441,non-corporate,0.61296,2025
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.18387,0.20108,0.12703,0.27870,0.20108,0.21568,non-corporate,0.40318,2025
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.21194,0.18527,0.10910,0.26160,0.18527,0.19958,non-corporate,0.52731,2025
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.17084,0.20831,0.13533,0.28664,0.20831,0.22314,non-corporate,0.37193,2025
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.18073,0.20119,0.12754,0.28061,0.20119,0.21614,non-corporate,0.43450,2025
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.21143,0.18590,0.10969,0.26191,0.18590,0.20010,non-corporate,0.47594,2025
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.38234,0.07759,-0.01025,0.15778,0.07759,0.09235,non-corporate,0.86645,2025
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.27315,0.14832,0.06775,0.22430,0.14832,0.16242,non-corporate,0.57845,2025
106,Support activities for mining,25044165259.49403,2130,Mining,-0.32167,0.11348,0.03003,0.19474,0.11348,0.12854,non-corporate,0.79610,2025
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.23126,0.17870,0.10020,0.24983,0.17870,0.19158,non-corporate,0.49392,2025
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.20104,0.19067,0.11521,0.26824,0.19067,0.20506,non-corporate,0.54485,2025
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.29541,0.14175,0.05875,0.21074,0.14175,0.15434,non-corporate,0.69824,2025
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.26919,0.15743,0.07634,0.22672,0.15743,0.17014,non-corporate,0.66150,2025
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.17014,0.22238,0.14791,0.28706,0.22238,0.23445,non-corporate,0.09529,2025
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.31542,0.11521,0.03251,0.19855,0.11521,0.13077,non-corporate,0.81901,2025
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.12997,0.23246,0.16245,0.31154,0.23246,0.24750,non-corporate,0.22435,2025
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.32551,0.11309,0.02909,0.19240,0.11309,0.12769,non-corporate,0.76961,2025
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.39128,0.07844,-0.01096,0.15233,0.07844,0.09171,non-corporate,0.80847,2025
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.31168,0.12153,0.03844,0.20083,0.12153,0.13609,non-corporate,0.75762,2025
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.27988,0.13784,0.05754,0.22020,0.13784,0.15325,non-corporate,0.74187,2025
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.23264,0.17107,0.09337,0.24898,0.17107,0.18545,non-corporate,0.60085,2025
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.39499,0.07112,-0.01779,0.15007,0.07112,0.08557,non-corporate,0.86914,2025
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.29939,0.13186,0.04930,0.20831,0.13186,0.14585,non-corporate,0.68739,2025
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.18592,0.20351,0.12862,0.27745,0.20351,0.21711,non-corporate,0.42594,2025
122,Utilities,110848021471.32501,2200,Utilities,-0.35863,0.09702,0.01001,0.17222,0.09702,0.11055,non-corporate,0.78398,2025
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.12265,0.23389,0.16487,0.31600,0.23389,0.24968,non-corporate,0.20633,2025
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.07611,0.19654,0.13883,0.22871,0.29111,0.27770,corporate,0.28894,2025
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.15721,0.13921,0.07648,0.17059,0.24053,0.22540,corporate,0.64487,2025
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.11813,0.16426,0.10449,0.19860,0.26263,0.24890,corporate,0.40313,2025
127,"Arts, entertainment, and recreation",183023311190.91339,,"Arts, entertainment, and recreation",-0.18592,0.12528,0.05995,0.15001,0.22823,0.21154,corporate,0.60091,2025
130,Finance and insurance,1136731001700.34302,,Finance and insurance,-0.11588,0.16533,0.10557,0.20021,0.26358,0.24981,corporate,0.56045,2025
131,Health care and social assistance,742735906772.80237,,Health care and social assistance,-0.11214,0.17188,0.11159,0.20289,0.26935,0.25485,corporate,0.48068,2025
132,Information,1889701924722.87842,,Information,-0.22145,0.10285,0.03492,0.12454,0.20845,0.19054,corporate,0.74336,2025
133,Management of companies and enterprises,424413204161.25208,,Management of companies and enterprises,-0.08943,0.18886,0.12999,0.21917,0.28433,0.27029,corporate,0.38791,2025
134,Manufacturing,3957731403454.22363,,Manufacturing,-0.13426,0.15582,0.09449,0.18703,0.25518,0.24051,corporate,0.52940,2025
135,Mining,1516828156663.24072,,Mining,-0.23860,0.07936,0.01214,0.11225,0.18772,0.17144,corporate,0.82980,2025
136,"Other services, except government",227393671623.35632,,"Other services, except government",-0.12542,0.16492,0.10344,0.19337,0.26321,0.24802,corporate,0.46333,2025
137,"Professional, scientific, and technical services",311940720413.04395,,"Professional, scientific, and technical services",-0.17568,0.13218,0.06747,0.15735,0.23433,0.21785,corporate,0.67600,2025
138,Real estate and rental and leasing,2794042611502.89404,,Real estate and rental and leasing,-0.08564,0.19546,0.13642,0.22188,0.29015,0.27568,corporate,0.15897,2025
140,Transportation and warehousing,1016357427176.24634,,Transportation and warehousing,-0.21802,0.09594,0.02953,0.12700,0.20235,0.18602,corporate,0.76133,2025
143,Accommodation and food services,453453559859.06067,,Accommodation and food services,-0.16426,0.21703,0.14379,0.29065,0.21703,0.23075,non-corporate,0.32837,2025
144,Administrative and waste management services,133222200109.40714,,Administrative and waste management services,-0.26325,0.15455,0.07453,0.23033,0.15455,0.16852,non-corporate,0.66037,2025
145,"Agriculture, forestry, fishing, and hunting",878144931748.55566,,"Agriculture, forestry, fishing, and hunting",-0.20331,0.19258,0.11687,0.26685,0.19258,0.20656,non-corporate,0.32461,2025
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.30482,0.13620,0.05256,0.20501,0.13620,0.14878,non-corporate,0.62031,2025
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.17906,0.20874,0.13445,0.28163,0.20874,0.22236,non-corporate,0.33706,2025
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.21149,0.18864,0.11179,0.26187,0.18864,0.20200,non-corporate,0.49580,2025
151,Information,167179370661.11032,,Information,-0.34079,0.11593,0.02955,0.18309,0.11593,0.12811,non-corporate,0.73689,2025
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.18210,0.20779,0.13306,0.27978,0.20779,0.22110,non-corporate,0.40765,2025
153,Manufacturing,649562708068.65234,,Manufacturing,-0.22363,0.17857,0.10146,0.25447,0.17857,0.19271,non-corporate,0.51018,2025
154,Mining,317661770013.00690,,Mining,-0.36176,0.09061,0.00418,0.17031,0.09061,0.10531,non-corporate,0.82232,2025
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.23126,0.17870,0.10020,0.24983,0.17870,0.19158,non-corporate,0.49392,2025
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.28437,0.14765,0.06551,0.21747,0.14765,0.16041,non-corporate,0.68186,2025
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.17248,0.22067,0.14607,0.28564,0.22067,0.23279,non-corporate,0.10836,2025
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.33008,0.11209,0.02752,0.18962,0.11209,0.12628,non-corporate,0.75363,2025
162,Overall,20307631130712.19531,,Overall,-0.14174,0.15106,0.08919,0.18167,0.25098,0.23606,corporate,0.51770,2025
163,Overall,17036588869287.80469,,Overall,-0.18919,0.20681,0.13138,0.27546,0.20681,0.21960,non-corporate,0.24355,2025
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.06112,0.20818,0.15124,0.26375,0.30601,0.29688,corporate,0.20303,2026
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.08620,0.18739,0.12927,0.24635,0.28779,0.27868,corporate,0.40191,2026
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.12560,0.15961,0.09907,0.21901,0.26344,0.25366,corporate,0.65047,2026
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.14840,0.14754,0.08478,0.20319,0.25287,0.24182,corporate,0.56153,2026
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.10170,0.17589,0.11700,0.23559,0.27771,0.26852,corporate,0.37426,2026
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.10561,0.17664,0.11705,0.23288,0.27837,0.26856,corporate,0.35259,2026
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.18330,0.13480,0.06845,0.17897,0.24170,0.22829,corporate,0.61571,2026
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.15682,0.14074,0.07781,0.19735,0.24690,0.23605,corporate,0.54660,2026
8,Construction,167674309864.62842,2300,Construction,-0.10288,0.17384,0.11513,0.23477,0.27591,0.26697,corporate,0.42516,2026
9,Educational services,321852356259.17963,6100,Educational services,-0.09886,0.18407,0.12406,0.23757,0.28488,0.27437,corporate,0.41312,2026
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.11001,0.16725,0.10811,0.22982,0.27014,0.26115,corporate,0.61114,2026
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.07659,0.19666,0.13882,0.25301,0.29591,0.28659,corporate,0.31820,2026
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.08611,0.18725,0.12909,0.24641,0.28766,0.27853,corporate,0.50602,2026
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.06134,0.20793,0.15083,0.26360,0.30580,0.29654,corporate,0.25357,2026
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.10407,0.17396,0.11473,0.23395,0.27602,0.26663,corporate,0.54023,2026
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.10110,0.18058,0.12076,0.23601,0.28182,0.27163,corporate,0.44368,2026
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.10151,0.17907,0.11940,0.23573,0.28050,0.27050,corporate,0.46997,2026
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.10209,0.17780,0.11831,0.23532,0.27939,0.26960,corporate,0.46313,2026
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.16950,0.14532,0.07986,0.18855,0.25092,0.23774,corporate,0.62463,2026
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.21324,0.12611,0.05658,0.15820,0.23408,0.21846,corporate,0.69008,2026
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.19029,0.12106,0.05524,0.17413,0.22966,0.21735,corporate,0.70808,2026
21,Information and data processing services,118194411065.82817,5140,Information,-0.16028,0.14210,0.07838,0.19495,0.24810,0.23652,corporate,0.75043,2026
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.08296,0.19308,0.13463,0.24859,0.29278,0.28312,corporate,0.38278,2026
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.09335,0.17906,0.12107,0.24138,0.28049,0.27188,corporate,0.45533,2026
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.08350,0.18550,0.12811,0.24822,0.28613,0.27772,corporate,0.46250,2026
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.05577,0.20383,0.14846,0.26746,0.30220,0.29458,corporate,0.30704,2026
26,Wood products,45996624948.83839,3210,Manufacturing,-0.07952,0.18962,0.13237,0.25098,0.28974,0.28125,corporate,0.38645,2026
27,Paper products,129541595783.22841,3220,Manufacturing,-0.12019,0.16174,0.10179,0.22277,0.26531,0.25591,corporate,0.55671,2026
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.12206,0.16061,0.10048,0.22147,0.26432,0.25483,corporate,0.59035,2026
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.09154,0.18445,0.12605,0.24264,0.28521,0.27601,corporate,0.33191,2026
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.18845,0.12375,0.05801,0.17540,0.23201,0.21965,corporate,0.63239,2026
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.11373,0.16577,0.10633,0.22724,0.26884,0.25968,corporate,0.52995,2026
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.09753,0.17935,0.12066,0.23848,0.28075,0.27155,corporate,0.40387,2026
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.09366,0.17777,0.11989,0.24117,0.27936,0.27091,corporate,0.48404,2026
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.10377,0.17110,0.11254,0.23416,0.27351,0.26482,corporate,0.51977,2026
35,Machinery,272319888399.54382,3330,Manufacturing,-0.11492,0.16661,0.10686,0.22642,0.26957,0.26011,corporate,0.51208,2026
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.14221,0.15820,0.09514,0.20749,0.26221,0.25041,corporate,0.60601,2026
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.09753,0.17928,0.12056,0.23848,0.28068,0.27147,corporate,0.42656,2026
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.11313,0.16964,0.10977,0.22766,0.27224,0.26252,corporate,0.54255,2026
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.08988,0.18384,0.12579,0.24379,0.28468,0.27579,corporate,0.40966,2026
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.08758,0.18379,0.12604,0.24539,0.28463,0.27601,corporate,0.43858,2026
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.12228,0.16435,0.10371,0.22131,0.26760,0.25751,corporate,0.50190,2026
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.23300,0.08377,0.01664,0.14449,0.19697,0.18538,corporate,0.84035,2026
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.15492,0.13908,0.07672,0.19866,0.24545,0.23515,corporate,0.59797,2026
44,Support activities for mining,120225750260.04312,2130,Mining,-0.17623,0.12080,0.05757,0.18388,0.22943,0.21928,corporate,0.76647,2026
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.11861,0.16956,0.10848,0.22386,0.27216,0.26146,corporate,0.45545,2026
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.08974,0.18262,0.12454,0.24389,0.28360,0.27476,corporate,0.52801,2026
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.16484,0.13962,0.07554,0.19178,0.24592,0.23417,corporate,0.67609,2026
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.13359,0.15971,0.09787,0.21347,0.26353,0.25266,corporate,0.64150,2026
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.07507,0.20391,0.14537,0.25407,0.30227,0.29202,corporate,0.09289,2026
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.17037,0.12252,0.06010,0.18795,0.23094,0.22138,corporate,0.80160,2026
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.05947,0.20455,0.14842,0.26490,0.30283,0.29455,corporate,0.27591,2026
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.18924,0.11431,0.04986,0.17485,0.22374,0.21290,corporate,0.74210,2026
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.23460,0.09021,0.02152,0.14338,0.20262,0.18942,corporate,0.74981,2026
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.16970,0.12795,0.06460,0.18841,0.23569,0.22510,corporate,0.71584,2026
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.14255,0.14266,0.08191,0.20725,0.24859,0.23944,corporate,0.70545,2026
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.11445,0.16622,0.10643,0.22675,0.26924,0.25976,corporate,0.56736,2026
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.24433,0.07760,0.00946,0.13663,0.19156,0.17943,corporate,0.83723,2026
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.16280,0.13556,0.07223,0.19320,0.24237,0.23143,corporate,0.63986,2026
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.08406,0.19044,0.13209,0.24783,0.29046,0.28102,corporate,0.39436,2026
60,Utilities,2043224620805.23413,2200,Utilities,-0.20455,0.10935,0.04274,0.16423,0.21940,0.20700,corporate,0.72411,2026
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.05583,0.20292,0.14777,0.26742,0.30140,0.29401,corporate,0.29454,2026
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.20007,0.27854,0.19404,0.30469,0.27854,0.28259,non-corporate,0.26833,2026
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.24125,0.25023,0.16292,0.28083,0.25023,0.25488,non-corporate,0.46881,2026
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.28687,0.22402,0.13345,0.25440,0.22402,0.22865,non-corporate,0.65518,2026
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.34664,0.19856,0.10251,0.21977,0.19856,0.20111,non-corporate,0.59976,2026
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.25307,0.24601,0.15797,0.27398,0.24601,0.25048,non-corporate,0.33893,2026
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.24623,0.26198,0.17380,0.27795,0.26198,0.26456,non-corporate,0.16566,2026
